time_s,current_A,voltage_V,temperature_C,soc_true
0.0,-0.05228714029474809,4.061353070908804,25.0,0.9000063148720163
1.0,-0.11403935382459317,4.064470262767207,25.0,0.9000200877408358
2.0,0.006916514298705425,4.058573951868993,25.0,0.9000192524130219
3.0,0.15412475323877134,4.051691791444098,25.0,0.9000006383123892
4.0,-0.0566037496334029,4.059182739925296,25.0,0.9000074745140357
5.0,-0.07135461347929314,4.056920030577761,25.0,0.9000160922209777
6.0,0.05633183577129779,4.058942004853378,25.0,0.9000092888591695
7.0,0.041042005938406984,4.065692416537771,25.0,0.9000043320951673
8.0,0.012122638634758333,4.057243795070519,25.0,0.9000028680083756
9.0,-0.10700382514144352,4.0596618736707235,25.0,0.9000157911756632
10.0,-0.003363959583276451,4.062623167851587,25.0,0.9000161974509752
11.0,0.0799598673627031,4.05981267287194,25.0,0.9000065404621632
12.0,-0.1545846729377844,4.064535962191404,25.0,0.9000252101086533
13.0,-0.05262581251962509,4.056844564079752,25.0,0.9000315658831122
14.0,-0.21864061507709706,4.065663418197522,25.0,0.9000579717544983
15.0,-0.14829684007527225,4.067633019114289,25.0,0.9000758820008842
16.0,-0.2117995293460492,4.0591744667016965,25.0,0.9001014616541868
17.0,-0.027035480073588344,4.058996143744247,25.0,0.9001047268087851
18.0,-0.14575634536602586,4.054844134152381,25.0,0.9001223302321384
19.0,0.031195401264495673,4.053440216011352,25.0,0.9001185626715992
20.0,0.018026374961785892,4.050980908840714,25.0,0.9001163855731739
21.0,-0.021497058632444752,4.06000545695299,25.0,0.9001189818362937
22.0,-0.289427366744359,4.061748956601034,25.0,0.9001539368322773
23.0,-0.06194968302236321,4.063785227667367,25.0,0.900161418678053
24.0,-0.005577608721123278,4.061789676925379,25.0,0.9001620923022947
25.0,0.013030533390380369,4.059578706819422,25.0,0.900160518566378
26.0,-0.17596561303312025,4.052771593616536,25.0,0.9001817704520101
27.0,-0.05494162674390202,4.059659028686799,25.0,0.9001884059141773
28.0,-0.11252969397651354,4.063615874796853,25.0,0.900201996456928
29.0,-0.09301628253394391,4.063987177949746,25.0,0.9002132303074756
30.0,0.12200334168939904,4.050280139665197,25.0,0.900198495604373
31.0,-0.09286648766316809,4.060965588656415,25.0,0.9002097113637526
32.0,-0.0037399960687348683,4.056216658653911,25.0,0.9002101630540991
33.0,0.101704834749065,4.054332382117707,25.0,0.9001978798614966
34.0,-0.06711404976547972,4.067935648793391,25.0,0.9002059854230624
35.0,-0.012845724202178357,4.057229035282277,25.0,0.9002075368390289
36.0,0.012703376473690266,4.060438540657588,25.0,0.9002060026148171
37.0,0.007334904039332124,4.065135311514881,25.0,0.9002051167568413
38.0,-0.14088142003803472,4.061592123594104,25.0,0.9002221314210972
39.0,0.00875612649335593,4.060186384107873,25.0,0.9002210739178975
40.0,0.1562646935002768,4.057473727124609,25.0,0.9002022013703733
41.0,-0.17792163798477545,4.065716476395869,25.0,0.9002236894909029
42.0,0.09882900912248378,4.0522620266343505,25.0,0.900211753620236
43.0,0.013725712955106842,4.060870970048097,25.0,0.9002100959254347
44.0,-0.07376909532233046,4.06951434591036,25.0,0.9002190052364639
45.0,0.23004790282937862,4.047199815209809,25.0,0.9001912216733203
46.0,0.08765986688974185,4.062715447028868,25.0,0.9001806347328747
47.0,-0.13791822374210067,4.06475135614801,25.0,0.9001972915231817
48.0,0.008569366308718292,4.05726820576597,25.0,0.9001962565755599
49.0,0.06631930212207131,4.0689735972696175,25.0,0.9001882469980089
50.0,-0.02170994441533617,4.06499159692034,25.0,0.9001908689719721
51.0,0.07853468072744868,4.052609456808067,25.0,0.90018138410715
52.0,-0.00764949181718279,4.061131910150505,25.0,0.9001823079588187
53.0,0.0767334694959477,4.0614679425570435,25.0,0.9001730406315849
54.0,0.16543009804045747,4.05529195044851,25.0,0.9001530611511452
55.0,-0.07770115886565007,4.0657852627409605,25.0,0.9001624453490759
56.0,0.023360940194805037,4.0594900695184295,25.0,0.9001596239794871
57.0,-0.05328037130191774,4.065112195996541,25.0,0.900166058806939
58.0,0.014635867290970543,4.067255495256937,25.0,0.9001642911901164
59.0,-0.13652737070276608,4.060563787144974,25.0,0.9001807800030033
60.0,-0.06661968359780741,4.06325490991009,25.0,0.9001888258585102
61.0,-0.02256253687251712,4.058831623328512,25.0,0.900191550802577
62.0,0.10335784529154689,4.058550939729199,25.0,0.90017906797102
63.0,0.13170053085722516,4.051164883288352,25.0,0.9001631621098053
64.0,-0.15220569613568932,4.061415052149469,25.0,0.9001815444402564
65.0,-0.09138387208851069,4.061874375877605,25.0,0.9001925811397841
66.0,0.0743938935959435,4.063141638070668,25.0,0.9001835963700261
67.0,-0.22912827518006684,4.072131137607286,25.0,0.9002112688670285
68.0,-0.053264534469522194,4.0554225498871075,25.0,0.9002177017818195
69.0,-0.011187996452060237,4.057014198464752,25.0,0.9002190529891204
70.0,0.14455672238798425,4.060209101191764,25.0,0.9002015944477693
71.0,0.07928144856563689,4.048577489108834,25.0,0.9001920193935946
